produto,categoria,preco,data,regiao,quantidade,desconto,idade,sexo,campanha,mes
Livro,Escritório,302.0442474114852,2022-04-21,Sul,8.0,0.011214523741767278,53,F,BlackFriday,4
Mouse,Eletrônicos,432.45727106592415,2023-11-13,Sul,12.0,0.1976434833123707,52,M,Promocao,11
Laptop,Escritório,86.18082354006631,2023-12-08,Sul,10.5,0.03751731094942895,24,F,BlackFriday,12
Cadeira,Eletrônicos,426.5484621429792,2023-05-24,Norte,3.0,0.1457375191534415,22,M,BlackFriday,5
Laptop,Roupas,642.0851292178189,2022-07-03,Oeste,1.0,0.052493952930837674,37,F,Promocao,7
Calça,Eletrônicos,519.6072439885489,2022-12-25,Sul,4.5,0.027954186963074935,41,F,Promocao,12
Tablet,Eletrônicos,531.0437962096246,2023-11-04,Leste,10.5,0.19372940892678886,24,M,Padrao,11
Calça,Eletrônicos,530.0958306154661,2023-06-15,Norte,4.0,0.2736664148835191,60,F,BlackFriday,6
Laptop,Livros,129.40111402513514,2022-12-01,Oeste,10.5,0.18547255145591893,44,M,Padrao,12
Tablet,Livros,690.4180753719554,2023-09-22,Oeste,9.0,0.011391647252615955,51,F,BlackFriday,9
Camiseta,Eletrônicos,575.6867425063049,2023-10-16,Norte,6.0,0.015539761074471657,53,F,Padrao,10
Camiseta,Roupas,145.29909930088456,2022-02-03,Sul,7.0,0.12006629863029605,45,M,Padrao,2
Mouse,Eletrônicos,591.022389157049,2022-12-13,Oeste,1.5,0.1364086928898848,49,M,BlackFriday,12
Cadeira,Escritório,504.18086017828176,2022-07-24,Oeste,2.0,0.15158658937228928,50,M,BlackFriday,7
Fone de ouvido,Eletrônicos,688.7318376463639,2022-04-16,Norte,1.0,0.2762265827655856,40,M,BlackFriday,4
Laptop,Livros,127.757804494478,2022-09-26,Sul,5.0,0.17161814259853309,36,M,Promocao,9
Tablet,Roupas,419.2351970222565,2023-02-19,Norte,3.0,0.07977805696211658,54,M,Padrao,2
Teclado,Roupas,82.11596682288848,2023-01-27,Leste,1.0,0.16967899874676398,51,M,BlackFriday,1
Fone de ouvido,Livros,495.9645099942713,2023-02-19,Norte,8.0,0.26282285806775535,45,M,Promocao,2
Laptop,Eletrônicos,892.7035959482819,2022-07-20,Sul,2.0,0.17220591405158578,49,M,Promocao,7
Laptop,Livros,571.2323122462379,2023-05-06,Norte,6.0,0.12274262311572853,65,M,Padrao,5
Fone de ouvido,Roupas,588.8104707926219,2022-05-15,Oeste,7.0,0.16077647345531285,43,M,Padrao,5
Mouse,Eletrônicos,375.95723499368904,2022-03-22,Norte,7.0,0.2940733088425308,44,F,Promocao,3
Teclado,Escritório,103.12189520883628,2022-02-05,Oeste,6.0,0.08318552163315993,28,M,Promocao,2
Fone de ouvido,Escritório,189.55627364439744,2023-10-03,Leste,4.0,0.1898113985297971,19,F,Padrao,10
Fone de ouvido,Roupas,267.4615588079795,2023-06-20,Leste,3.0,0.01363942746313731,45,M,Padrao,6
Mouse,Escritório,310.26027850272595,2022-10-16,Sul,2.0,0.06393367536772222,41,M,Padrao,10
Fone de ouvido,Eletrônicos,708.5815478378885,2023-02-23,Oeste,4.0,0.14500523220428704,49,F,BlackFriday,2
Smartphone,Roupas,934.8270153095341,2022-04-15,Sul,3.0,0.25776580189575493,33,F,Promocao,4
Laptop,Livros,475.79855160470123,2023-02-04,Sul,5.0,0.030483205215379314,64,F,Padrao,2
Calça,Roupas,489.9542158832627,2022-07-17,Leste,5.0,0.16266540685847927,22,F,Promocao,7
Tablet,Escritório,478.7045814351733,2023-07-08,Oeste,5.0,0.1991170795390541,49,M,BlackFriday,7
Cadeira,Eletrônicos,189.1135444187199,2023-11-05,Norte,9.0,0.10143828099708617,20,F,Padrao,11
Calça,Eletrônicos,612.5671790884857,2023-05-02,Oeste,8.0,0.09600287070403514,26,M,BlackFriday,5
Tablet,Roupas,620.7241239081605,2023-12-02,Oeste,7.5,0.05584099356285137,32,M,Padrao,12
Camiseta,Roupas,146.04166076054685,2023-10-05,Sul,8.0,0.0998291095835757,28,M,BlackFriday,10
Cadeira,Roupas,856.9902950246807,2023-02-23,Oeste,7.0,0.24312719846059394,56,F,Promocao,2
Laptop,Livros,58.454576008634255,2022-10-06,Oeste,6.0,0.2347898982017928,40,M,Promocao,10
Camiseta,Escritório,949.8129805172165,2022-06-29,Leste,6.0,0.005208902264008519,50,M,BlackFriday,6
Tablet,Eletrônicos,352.9945838645274,2023-11-13,Norte,6.0,0.26980071213485646,61,F,Padrao,11
Fone de ouvido,Livros,385.3256330300179,2022-10-15,Oeste,4.0,0.2736794005954183,23,F,Promocao,10
Calça,Roupas,382.03613098226975,2023-05-09,Oeste,3.0,0.03984914217982052,33,M,BlackFriday,5
Fone de ouvido,Eletrônicos,75.55705103466514,2023-01-13,Sul,8.0,0.023767409068384527,63,F,Padrao,1
Tablet,Livros,36.33905467627145,2023-09-17,Leste,3.0,0.09983767625895175,55,M,Promocao,9
Smartphone,Eletrônicos,162.9656902770681,2022-05-20,Leste,6.0,0.053803207801169525,20,M,Promocao,5
Laptop,Eletrônicos,231.6298734850541,2023-05-24,Norte,2.0,0.2889801998716156,55,M,BlackFriday,5
Cadeira,Roupas,662.7801336527338,2023-01-31,Norte,9.0,0.2867256292027563,47,M,Promocao,1
Livro,Roupas,247.27396145776987,2023-10-25,Sul,8.0,0.15496276316144567,45,M,Promocao,10
Tablet,Eletrônicos,471.5621445078653,2022-09-28,Norte,3.0,0.24280447700756375,57,F,BlackFriday,9
Livro,Roupas,952.0975164832348,2022-03-17,Sul,7.0,0.06746336845005312,55,M,Padrao,3
Mouse,Escritório,485.73512704056634,2023-12-04,Oeste,6.0,0.19453592914587084,20,F,BlackFriday,12
Laptop,Eletrônicos,272.34973991719426,2022-12-17,Leste,13.5,0.19958592827881608,63,F,BlackFriday,12
Cadeira,Roupas,741.0950560931166,2023-10-07,Oeste,8.0,0.1720868714763295,51,F,BlackFriday,10
Fone de ouvido,Livros,26.729245059200114,2023-12-29,Sul,10.5,0.029561792621152827,18,F,Padrao,12
Livro,Escritório,835.7987440504305,2023-02-17,Oeste,8.0,0.2404960719696649,52,M,Promocao,2
Mouse,Livros,151.31219310809243,2023-10-25,Leste,9.0,0.13074654017660287,30,M,BlackFriday,10
Calça,Livros,160.7719039986574,2023-11-16,Norte,7.5,0.20918267498468504,23,M,Padrao,11
Tablet,Eletrônicos,876.9260226615901,2022-08-09,Oeste,3.0,0.02783070016120681,58,M,Padrao,8
Livro,Eletrônicos,139.71018265754304,2022-12-01,Leste,3.0,0.04759927634894257,19,F,BlackFriday,12
Smartphone,Escritório,172.48977811133835,2023-09-07,Norte,3.0,0.11591517156883019,34,F,BlackFriday,9
Tablet,Escritório,601.5231678584279,2022-10-30,Leste,5.0,0.04818514589243492,26,F,Promocao,10
Livro,Escritório,966.0417028402825,2023-05-21,Leste,3.0,0.09835786532683875,63,F,Padrao,5
Smartphone,Livros,680.7188783928676,2023-10-25,Leste,7.0,0.15411874484306812,58,F,Promocao,10
Calça,Livros,541.3526330417235,2022-01-28,Leste,8.0,0.29845464154830414,64,M,Promocao,1
Cadeira,Roupas,780.0996231511482,2023-06-14,Leste,6.0,0.045099355366018966,31,M,BlackFriday,6
Fone de ouvido,Escritório,269.2313446211583,2022-02-02,Leste,9.0,0.12256985367513942,22,M,Promocao,2
Tablet,Escritório,38.132493585958265,2023-03-11,Leste,2.0,0.12559351140626523,33,M,Promocao,3
Tablet,Livros,63.528018281517426,2023-05-13,Leste,6.0,0.0213535096597082,54,F,Padrao,5
Mouse,Livros,456.4143502359155,2022-07-18,Norte,9.0,0.26531898882529187,34,M,BlackFriday,7
Livro,Escritório,500.3508838927211,2022-05-30,Norte,1.0,0.037280833179255346,49,F,Promocao,5
Camiseta,Escritório,617.6716495558065,2023-08-04,Leste,8.0,0.2783368240161245,62,M,Promocao,8
Laptop,Eletrônicos,882.5954387654472,2023-01-02,Oeste,6.0,0.2451923338703617,59,M,BlackFriday,1
Cadeira,Livros,826.2180782210872,2023-02-25,Oeste,6.0,0.11220421010401307,63,F,Padrao,2
Mouse,Livros,613.8800950212359,2022-10-03,Norte,9.0,0.13786122362510286,59,M,Promocao,10
Cadeira,Eletrônicos,609.0633794955392,2023-04-06,Norte,2.0,0.05816204033270904,36,M,BlackFriday,4
Calça,Escritório,172.1976215004847,2023-03-18,Oeste,2.0,0.25753566415920454,25,M,BlackFriday,3
Fone de ouvido,Livros,238.12888542306686,2022-05-09,Leste,8.0,0.1674738638862232,27,M,Padrao,5
Tablet,Livros,739.2560293903234,2023-11-28,Oeste,9.0,0.20004179638067085,69,M,Padrao,11
Laptop,Roupas,592.6921082528453,2023-09-29,Sul,9.0,0.11325164671621796,67,M,Padrao,9
Calça,Roupas,515.274810302007,2023-12-28,Norte,1.5,0.11880046294328764,25,M,Padrao,12
Tablet,Escritório,312.8996938989269,2023-10-28,Sul,8.0,0.23522724870899103,49,F,BlackFriday,10
Cadeira,Roupas,961.9935958425381,2022-11-25,Sul,1.5,0.23692827960807966,36,F,Padrao,11
Cadeira,Roupas,270.4065749417298,2022-06-21,Norte,8.0,0.24730940044315886,46,M,Padrao,6
Calça,Roupas,637.880072904478,2023-03-05,Sul,7.0,0.20338710346668615,27,F,Promocao,3
Cadeira,Eletrônicos,880.5326645209736,2023-05-21,Norte,4.0,0.24583522137002883,47,F,Padrao,5
Mouse,Roupas,925.1272578875689,2022-09-30,Sul,2.0,0.10561473322953444,21,M,BlackFriday,9
Calça,Roupas,955.9428598695594,2023-12-04,Oeste,9.0,0.040941479008130784,44,F,Promocao,12
Camiseta,Escritório,637.6660400540575,2022-08-07,Sul,1.0,0.1511276970378982,22,F,BlackFriday,8
Calça,Roupas,206.79616824156042,2022-09-06,Norte,7.0,0.05436214547588629,21,M,BlackFriday,9
Livro,Roupas,48.44152024799782,2022-03-03,Leste,1.0,0.21439977869088248,47,M,Promocao,3
Fone de ouvido,Livros,141.03779500041483,2023-12-25,Norte,1.5,0.1335569131375208,41,F,Promocao,12
Smartphone,Eletrônicos,97.89613233336958,2022-01-06,Norte,1.0,0.2831380117798951,30,F,Padrao,1
Teclado,Livros,596.5797333001074,2023-01-17,Sul,5.0,0.0317308632013498,53,M,BlackFriday,1
Fone de ouvido,Eletrônicos,266.12081739726773,2022-10-17,Norte,9.0,0.2667852502530451,38,F,BlackFriday,10
Smartphone,Livros,622.3957081458803,2022-09-18,Leste,4.0,0.1496475764975025,58,M,Padrao,9
Smartphone,Escritório,839.9647213705912,2022-11-06,Leste,9.0,0.2870895999774059,26,F,BlackFriday,11
Teclado,Roupas,929.8811120402571,2023-02-25,Sul,3.0,0.05286084434824386,47,F,Promocao,2
Tablet,Escritório,334.46501173381426,2022-12-10,Norte,12.0,0.21526224783953354,52,F,Padrao,12
Mouse,Eletrônicos,478.3300098339361,2023-05-15,Leste,8.0,0.013777738362373936,24,M,Promocao,5
Livro,Escritório,382.2479889522943,2023-10-22,Norte,1.0,0.23487697477544148,58,M,BlackFriday,10
Camiseta,Livros,378.0376332192124,2023-02-26,Oeste,8.0,0.15162623218784038,20,F,Promocao,2
Cadeira,Livros,756.5674864182728,2022-06-12,Sul,4.0,0.13241405860390076,65,M,Promocao,6
Cadeira,Eletrônicos,707.5687441562269,2023-08-07,Oeste,6.0,0.018744529565539878,22,F,Promocao,8
Livro,Livros,346.3982023472275,2022-09-11,Leste,2.0,0.09544339290384408,53,F,Padrao,9
Cadeira,Livros,359.4702443938465,2022-04-26,Leste,6.0,0.1391716920385694,69,M,Promocao,4
Laptop,Livros,891.8912085643583,2023-04-22,Oeste,2.0,0.07161155072417268,51,F,BlackFriday,4
Tablet,Eletrônicos,922.5637888343643,2022-04-05,Leste,5.0,0.12585755774944077,22,F,Padrao,4
Fone de ouvido,Escritório,128.94947603070239,2023-08-01,Oeste,5.0,0.053847938441537624,58,M,Padrao,8
Livro,Roupas,682.7922729453392,2023-09-25,Leste,8.0,0.12365739973522677,34,M,Padrao,9
Cadeira,Roupas,504.1434358234695,2023-03-19,Leste,7.0,0.1098953702648097,43,F,Promocao,3
Mouse,Eletrônicos,480.8071332897602,2023-06-05,Oeste,3.0,0.16094319750597452,61,F,Padrao,6
Mouse,Eletrônicos,990.9806894308456,2023-11-16,Norte,3.0,0.11909992428518272,51,M,BlackFriday,11
Camiseta,Livros,791.5520662392787,2023-02-12,Leste,9.0,0.08622444150127435,48,M,BlackFriday,2
Smartphone,Roupas,66.83511521216529,2022-05-16,Leste,6.0,0.07781801708227187,39,M,BlackFriday,5
Teclado,Roupas,602.3055600855852,2023-01-06,Sul,5.0,0.24791382695787562,32,M,Promocao,1
Livro,Escritório,705.4250953262166,2022-07-07,Oeste,6.0,0.24815599011552186,51,F,BlackFriday,7
Smartphone,Eletrônicos,945.1405130188795,2023-07-06,Norte,7.0,0.10467752420121335,39,F,Promocao,7
Cadeira,Livros,359.6842114404939,2022-12-23,Oeste,3.0,0.2853538121679833,57,F,BlackFriday,12
Mouse,Livros,917.3347099488789,2022-02-12,Oeste,7.0,0.24555265568616802,57,M,BlackFriday,2
Mouse,Roupas,370.792239765682,2022-11-10,Sul,7.5,0.289717849443705,65,M,Padrao,11
Mouse,Livros,257.03619677035647,2022-10-11,Sul,8.0,0.11157081002989319,32,F,BlackFriday,10
Laptop,Roupas,933.8361662004909,2022-01-26,Norte,2.0,0.06432247518261049,46,F,BlackFriday,1
Livro,Livros,327.01837636272893,2022-02-13,Norte,3.0,0.22881074434348128,58,F,Promocao,2
Laptop,Livros,567.9294590561237,2023-06-25,Sul,9.0,0.2776020761061435,66,M,BlackFriday,6
Teclado,Livros,641.3834052428664,2023-05-12,Leste,7.0,0.07968935762634508,44,F,Padrao,5
Smartphone,Eletrônicos,297.65214405052836,2022-05-14,Leste,2.0,0.29778991167607144,23,M,Padrao,5
Laptop,Eletrônicos,181.80384358186785,2022-01-21,Oeste,7.0,0.15829002048404195,66,F,BlackFriday,1
Camiseta,Roupas,43.87763498607454,2023-03-18,Sul,2.0,0.1579742405273457,50,M,Padrao,3
Teclado,Eletrônicos,944.0751701291825,2022-05-27,Sul,7.0,0.13423323425432296,47,M,BlackFriday,5
Teclado,Livros,857.0857770648458,2022-10-29,Oeste,7.0,0.22712988226983016,42,F,Padrao,10
Calça,Eletrônicos,612.6030427785396,2023-03-25,Leste,4.0,0.026082949136089262,43,F,Promocao,3
Cadeira,Eletrônicos,920.7155359518372,2022-08-19,Sul,8.0,0.28849180144254305,63,F,Padrao,8
Fone de ouvido,Eletrônicos,180.33181991924417,2022-02-10,Oeste,7.0,0.01379493226646573,20,F,Padrao,2
Fone de ouvido,Escritório,995.2788622661645,2022-08-06,Sul,2.0,0.0606885314002899,55,M,Promocao,8
Laptop,Escritório,458.6318593565175,2023-02-03,Sul,1.0,0.009631257392870796,43,F,Padrao,2
Fone de ouvido,Livros,359.5749454373758,2023-10-10,Norte,7.0,0.08194556012898782,29,M,Promocao,10
Teclado,Roupas,118.05649452708775,2023-05-17,Oeste,9.0,0.13517282793614174,53,F,Promocao,5
Tablet,Eletrônicos,247.7388069726688,2023-12-11,Sul,12.0,0.10009715600089102,69,M,Padrao,12
Teclado,Eletrônicos,656.214312259702,2022-05-02,Oeste,4.0,0.12090911430417162,54,F,Promocao,5
Tablet,Livros,68.03891236791513,2023-04-15,Leste,7.0,0.23228169637969373,58,F,BlackFriday,4
Tablet,Livros,163.66607194607565,2022-03-11,Norte,3.0,0.21002654772383877,62,M,Padrao,3
Fone de ouvido,Escritório,560.4830777487357,2022-03-21,Sul,7.0,0.045779458242388514,66,M,Promocao,3
Laptop,Eletrônicos,545.3944184992348,2022-07-17,Oeste,7.0,0.22796020387557336,53,M,Padrao,7
Teclado,Eletrônicos,988.9406517749653,2023-01-04,Oeste,9.0,0.018118784028835645,46,M,Padrao,1
Fone de ouvido,Eletrônicos,546.603257394748,2022-03-15,Oeste,2.0,0.09106330237129695,31,M,Promocao,3
Calça,Escritório,157.20288708241776,2022-05-21,Sul,2.0,0.15180088463316357,19,M,Promocao,5
Livro,Roupas,770.2680939260208,2023-09-05,Oeste,7.0,0.044087121314575636,54,F,Padrao,9
Laptop,Eletrônicos,333.6276962495749,2022-09-15,Norte,7.0,0.18490620415750406,64,M,Padrao,9
Fone de ouvido,Eletrônicos,431.7084615730844,2023-01-07,Leste,7.0,0.09513628711701862,49,M,BlackFriday,1
Camiseta,Livros,509.65922848405853,2022-04-07,Norte,5.0,0.24536904362713746,42,M,Padrao,4
Livro,Escritório,690.1329327697182,2022-07-13,Oeste,4.0,0.15322539227642218,61,F,Padrao,7
Livro,Roupas,839.5152698497038,2023-02-06,Leste,9.0,0.10006755445454582,56,M,Padrao,2
Camiseta,Escritório,773.5688722917273,2023-07-09,Leste,9.0,0.03528884104951972,45,M,Padrao,7
Cadeira,Escritório,386.17241986949335,2023-06-24,Sul,9.0,0.00985435293621063,27,F,Promocao,6
Cadeira,Eletrônicos,420.1285946566485,2022-05-27,Oeste,9.0,0.2268522981803816,36,M,BlackFriday,5
Livro,Eletrônicos,403.23280374691876,2022-01-29,Leste,5.0,0.00166083343865977,44,M,Promocao,1
Laptop,Roupas,68.5671336875852,2022-03-19,Sul,1.0,0.021247604775251148,35,M,BlackFriday,3
Livro,Livros,219.72264782557318,2022-01-12,Leste,9.0,0.0006445065349273915,58,M,Promocao,1
Smartphone,Roupas,129.28529939282686,2023-12-18,Leste,6.0,0.21417269718906337,38,F,BlackFriday,12
Livro,Eletrônicos,242.9399695494555,2022-09-21,Norte,6.0,0.10409389371291151,23,M,Padrao,9
Teclado,Escritório,396.1182973027145,2023-04-17,Sul,7.0,0.20469165546471688,60,M,Promocao,4
Tablet,Livros,909.6543187049488,2022-09-09,Leste,9.0,0.10836216024461891,54,M,BlackFriday,9
Teclado,Eletrônicos,486.7326761922116,2023-01-17,Leste,4.0,0.03519089253860747,52,F,BlackFriday,1
Livro,Escritório,55.56622990966079,2022-06-08,Norte,5.0,0.19006725125756202,39,M,Padrao,6
Tablet,Roupas,583.7961945676719,2022-03-18,Norte,8.0,0.2234107032805941,47,M,Padrao,3
Smartphone,Livros,136.23308032128733,2023-09-03,Norte,7.0,0.2786662098623116,44,F,Promocao,9
Camiseta,Livros,862.7121625659843,2022-02-15,Leste,8.0,0.18563065903792345,35,M,Padrao,2
Camiseta,Roupas,584.770794821313,2022-12-04,Sul,3.0,0.1275912364850687,29,F,Padrao,12
Fone de ouvido,Roupas,508.28188674928475,2023-11-26,Leste,6.0,0.13432368238589004,24,M,BlackFriday,11
Mouse,Livros,333.5183798032483,2022-11-22,Leste,3.0,0.01867621888701446,65,F,Padrao,11
Fone de ouvido,Livros,863.3687692450484,2023-08-19,Norte,4.0,0.01661506657488454,18,M,Padrao,8
Tablet,Livros,232.06553839106854,2023-04-25,Norte,3.0,0.2634443186751936,24,M,BlackFriday,4
Fone de ouvido,Livros,661.4765797814141,2023-12-04,Norte,6.0,0.09789399052421478,56,F,BlackFriday,12
Fone de ouvido,Roupas,577.8400669691974,2022-12-12,Oeste,1.5,0.1343756644229592,61,F,Padrao,12
Smartphone,Eletrônicos,373.3006533691612,2023-07-11,Oeste,7.0,0.2632085347828624,44,F,Promocao,7
Fone de ouvido,Eletrônicos,655.4129089466842,2022-03-30,Sul,2.0,0.05501730522834205,29,F,Padrao,3
Calça,Eletrônicos,324.9012216037537,2023-09-15,Oeste,5.0,0.03346497600885973,59,M,Promocao,9
Fone de ouvido,Escritório,743.4491078789206,2022-06-27,Oeste,3.0,0.16924889561063342,47,F,Promocao,6
Fone de ouvido,Escritório,123.43125808213101,2023-10-10,Leste,5.0,0.16553841504387815,62,M,BlackFriday,10
Laptop,Roupas,332.73038500197777,2023-07-30,Leste,2.0,0.1355087026492127,61,F,Promocao,7
Mouse,Eletrônicos,96.14874961394085,2022-09-18,Leste,5.0,0.18037719211110445,38,F,Padrao,9
Fone de ouvido,Eletrônicos,787.9057773022256,2022-08-03,Oeste,5.0,0.02865129068869413,64,M,Promocao,8
Fone de ouvido,Escritório,538.963622836325,2023-11-13,Oeste,6.0,0.007968291449365882,27,M,BlackFriday,11
Mouse,Roupas,185.14007219508022,2022-08-01,Oeste,5.0,0.25943796020431925,28,F,Promocao,8
Teclado,Eletrônicos,402.7939342617354,2023-07-23,Norte,1.0,0.029234518906235483,35,F,Padrao,7
Camiseta,Escritório,78.84021155703145,2023-01-28,Leste,9.0,0.15491294285984172,21,M,Padrao,1
Tablet,Roupas,679.8384794286159,2023-11-24,Leste,9.0,0.2544073315184596,38,M,BlackFriday,11
Livro,Livros,199.4248483434523,2023-03-18,Leste,8.0,0.2449744865011338,20,F,Promocao,3
Teclado,Livros,273.6898518647788,2023-10-03,Oeste,5.0,0.019694448820790456,25,F,BlackFriday,10
Camiseta,Eletrônicos,666.8670345947259,2023-09-20,Leste,9.0,0.09061855013705185,40,M,Promocao,9
Camiseta,Eletrônicos,57.54962449277257,2023-08-17,Sul,8.0,0.20600540389106542,41,F,Padrao,8
Tablet,Roupas,84.12335927087419,2023-09-04,Leste,6.0,0.19370755501196144,57,F,BlackFriday,9
Laptop,Roupas,786.0331028591974,2022-12-26,Oeste,12.0,0.08667175100339582,23,F,Promocao,12
Mouse,Roupas,653.2519313585142,2022-04-21,Oeste,8.0,0.02902627565609429,41,F,Padrao,4
Camiseta,Escritório,942.6630495908408,2022-06-06,Leste,4.0,0.29730804520219706,54,F,Promocao,6
Cadeira,Roupas,287.09578859139987,2022-06-17,Oeste,3.0,0.1767325409624962,37,M,BlackFriday,6
Laptop,Eletrônicos,288.35329365664654,2022-09-29,Norte,4.0,0.10452277751997083,46,F,BlackFriday,9
Livro,Escritório,789.6762145817688,2023-06-20,Norte,8.0,0.08815880741030792,67,M,BlackFriday,6
Smartphone,Roupas,269.89262676741356,2023-10-14,Oeste,2.0,0.11374458984755954,51,F,Promocao,10
Camiseta,Escritório,857.6956800366521,2022-04-04,Leste,5.0,0.013910132776558047,35,F,Promocao,4
Teclado,Eletrônicos,439.10293363467474,2022-07-13,Norte,3.0,0.06660327581498167,46,M,Promocao,7
Camiseta,Eletrônicos,517.0839102923435,2023-02-13,Oeste,5.0,0.05891569406797423,65,F,Promocao,2
Mouse,Eletrônicos,37.49755037861743,2023-06-17,Sul,9.0,0.2540922330386309,20,F,Padrao,6
Teclado,Escritório,690.2557172125222,2022-12-30,Norte,3.0,0.2605670511499449,62,M,Padrao,12
Cadeira,Roupas,669.2468045241887,2022-07-11,Norte,1.0,0.16174039637564258,33,F,Promocao,7
Mouse,Escritório,246.11139891003472,2023-06-11,Norte,1.0,0.07578075984190731,31,M,BlackFriday,6
Calça,Roupas,886.6718012536684,2023-03-30,Norte,9.0,0.1510587535464341,55,F,Promocao,3
Tablet,Eletrônicos,108.24519364180958,2022-07-27,Oeste,8.0,0.27483279952152334,47,M,Promocao,7
Calça,Escritório,145.3793569367055,2023-07-15,Oeste,5.0,0.01694810388382433,29,M,BlackFriday,7
Livro,Roupas,952.5276295386878,2023-09-18,Sul,8.0,0.132244512337331,21,F,Padrao,9
Laptop,Eletrônicos,265.66378508011536,2023-12-28,Norte,1.5,0.19088628557540907,49,F,BlackFriday,12
Tablet,Roupas,889.0777193377645,2022-01-06,Norte,5.0,0.024867201823552176,46,F,Promocao,1
Tablet,Escritório,294.60770368965973,2023-10-05,Oeste,5.0,0.23806504707304293,19,F,Padrao,10
Mouse,Livros,878.9650474828833,2022-06-09,Oeste,6.0,0.013625348075170319,35,M,Padrao,6
Calça,Eletrônicos,409.5636540740485,2023-05-26,Norte,5.0,0.2311208219353079,25,F,Promocao,5
Teclado,Livros,513.958975950198,2022-07-03,Sul,9.0,0.2806914731366712,18,M,BlackFriday,7
Smartphone,Roupas,911.096048863709,2022-08-12,Oeste,4.0,0.15753339105521935,60,F,Padrao,8
Camiseta,Escritório,328.9436203288041,2023-06-18,Norte,2.0,0.14969279712906605,23,M,Padrao,6
Camiseta,Eletrônicos,607.6357113572969,2023-03-18,Leste,8.0,0.1971974186826949,41,M,Promocao,3
Teclado,Escritório,478.13980127345087,2023-08-04,Leste,2.0,0.10164072098389941,68,F,Promocao,8
Fone de ouvido,Escritório,660.407522707097,2022-11-04,Norte,12.0,0.12449927520614884,36,M,BlackFriday,11
Fone de ouvido,Escritório,37.8278804872563,2023-07-09,Norte,5.0,0.05605106797936347,56,F,Padrao,7
Smartphone,Eletrônicos,545.1076019142251,2022-08-05,Norte,7.0,0.1470309664781628,33,F,Padrao,8
Teclado,Escritório,678.5014896537098,2023-07-19,Leste,9.0,0.0711675987648543,33,F,Padrao,7
Camiseta,Roupas,545.2768261986262,2022-11-08,Oeste,3.0,0.053576212179580536,29,M,BlackFriday,11
Camiseta,Roupas,23.086137260643532,2022-05-27,Oeste,2.0,0.2045369534826764,53,M,Promocao,5
Calça,Eletrônicos,226.1111583729494,2023-04-22,Norte,4.0,0.26464533400956425,19,M,Promocao,4
Calça,Roupas,21.57497309118793,2023-07-20,Leste,9.0,0.030562111722088458,32,M,BlackFriday,7
Mouse,Roupas,288.30843523982276,2022-12-28,Oeste,6.0,0.04071805753229063,32,F,Promocao,12
Fone de ouvido,Roupas,406.0491388986287,2022-06-27,Oeste,7.0,0.00683095666186787,40,M,Padrao,6
Tablet,Eletrônicos,161.83458955453145,2023-07-21,Sul,6.0,0.2292435800023053,53,M,Promocao,7
Cadeira,Livros,44.03651858455648,2022-02-22,Oeste,9.0,0.10281551669516371,69,F,Padrao,2
Cadeira,Livros,614.9150526022224,2022-02-02,Oeste,6.0,0.0877494087143286,55,F,Promocao,2
Camiseta,Eletrônicos,149.0610928069699,2023-12-18,Sul,7.5,0.24130404157033492,20,F,BlackFriday,12
Laptop,Escritório,309.7346144224017,2022-10-26,Norte,4.0,0.08894088211081626,18,F,BlackFriday,10
Laptop,Eletrônicos,130.86514526200077,2023-05-12,Sul,1.0,0.014304119862234654,48,M,Promocao,5
Laptop,Roupas,203.5589037971363,2022-01-06,Leste,6.0,0.13289388720593132,20,F,Padrao,1
Calça,Eletrônicos,253.87227320890435,2022-05-04,Sul,1.0,0.22265743277855218,20,M,Promocao,5
Livro,Escritório,989.1776246025014,2022-01-01,Norte,5.0,0.1277407382440939,23,F,Padrao,1
Mouse,Escritório,934.1499419835217,2023-06-12,Norte,5.0,0.18753605247516125,55,F,Promocao,6
Calça,Livros,350.9382512822267,2022-06-27,Leste,6.0,0.29876233122277723,25,F,BlackFriday,6
Teclado,Eletrônicos,78.23680084540253,2023-07-22,Sul,2.0,0.00045648346603176514,68,M,Padrao,7
Livro,Escritório,525.0571884453575,2022-11-28,Oeste,4.5,0.23063035496860798,65,F,Promocao,11
Smartphone,Livros,487.2489271499731,2022-03-26,Leste,1.0,0.0010854056073614116,66,F,BlackFriday,3
Livro,Eletrônicos,822.4883840017762,2023-03-14,Norte,1.0,0.03677181286696546,19,F,BlackFriday,3
Laptop,Eletrônicos,394.1519266525195,2022-07-24,Leste,4.0,0.0875795639710816,54,M,Promocao,7
Livro,Eletrônicos,575.1776052061825,2022-09-08,Norte,8.0,0.10462846545805501,58,M,Padrao,9
Cadeira,Escritório,770.3458408822498,2022-02-18,Oeste,9.0,0.114289882606753,54,M,Promocao,2
Tablet,Livros,522.7216250909121,2023-07-06,Leste,6.0,0.2432999675908573,45,M,Padrao,7
Cadeira,Escritório,211.24550126576,2023-07-14,Oeste,3.0,0.0012533636516612989,28,M,Padrao,7
Smartphone,Escritório,495.5767164072442,2023-12-01,Leste,4.5,0.2996802367737943,64,F,Padrao,12
Camiseta,Livros,604.5703745168533,2022-01-13,Oeste,3.0,0.21082665646800336,58,F,Promocao,1
Mouse,Eletrônicos,657.7194661098432,2023-07-09,Leste,1.0,0.11135503081493182,54,F,Promocao,7
